key,severity,type,component,line,message
fbce45fa-bf0c-4689-b4a0-d34e66310438,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/create_v3_odds_simulations.js,2,Prefer `node:fs` over `fs`.
0a31c9bd-c5ff-4498-b2a9-9ba57ca045eb,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/deploy_scout_search_engine.js,2,Prefer `node:fs` over `fs`.
b5454d20-de73-4f66-bb3e-2e8d0639895f,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure_phase2.js,2,Prefer `node:fs` over `fs`.
fb4a0e3b-fae9-4e33-8f9b-154bed42cbb4,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure.js,2,Prefer `node:fs` over `fs`.
e8618fe6-e3b7-428f-a4c1-2f4f97fb8290,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents_v2.js,2,Prefer `node:fs` over `fs`.
be2c8443-0d2e-4073-8d03-524b2c340717,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents.js,2,Prefer `node:fs` over `fs`.
848d6083-4f60-4d9b-b8d0-f55357056502,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/setup_v8_schema.js,2,Prefer `node:fs` over `fs`.
f1eb5b89-c20e-4368-a754-9f3c03d1b021,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/add_indexes.js,12,Prefer `node:path` over `path`.
b1a9523c-943c-4078-bbfa-871f5d7b8172,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/cleanup_v3_trophies.js,4,Prefer `node:path` over `path`.
116365d0-2514-412e-8b58-2432668a80d3,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/create_v3_odds_simulations.js,4,Prefer `node:path` over `path`.
fe57baa0-7835-4657-b56a-df5a13b9f28a,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/deploy_scout_search_engine.js,4,Prefer `node:path` over `path`.
68069af4-6950-421d-a49e-59454bdd249d,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure_phase2.js,4,Prefer `node:path` over `path`.
d57338f7-e0c5-49f4-b642-cf92e5c6b84b,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure.js,4,Prefer `node:path` over `path`.
c2b67825-4d38-4ebb-a604-8c913bddfa6a,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents_v2.js,4,Prefer `node:path` over `path`.
f97c281a-5ff7-46b4-bda9-c5990df76ee2,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents.js,4,Prefer `node:path` over `path`.
cf9cec95-b95f-45c2-8569-7051a3d66ae2,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/setup_v8_schema.js,4,Prefer `node:path` over `path`.
73c51b76-24e7-41e2-9b82-99098230f4fb,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/ClubProfile/Tabs/PerformanceTab.jsx,57,Prefer `Number.parseFloat` over `parseFloat`.
5f89f6de-3112-4a01-9d1e-1c582501dd83,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/ClubProfile/Tabs/SquadTab.jsx,62,Prefer `Number.parseFloat` over `parseFloat`.
f64cd16f-e9d8-4cd5-83e4-8db3800ce883,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/ClubProfile/Tabs/SquadTab.jsx,62,Prefer `Number.parseFloat` over `parseFloat`.
66e37d73-1445-47b4-926c-e5761139907e,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/InlineFixtureDetails.jsx,32,Prefer `Number.parseFloat` over `parseFloat`.
a808939b-6a1d-4f96-b8ee-f66782c445d6,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/InlineFixtureDetails.jsx,32,Prefer `Number.parseFloat` over `parseFloat`.
9f6c2f46-b62b-410c-bb89-3c64d277007f,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/MatchDetailPlayerVisuals.jsx,44,Prefer `Number.parseFloat` over `parseFloat`.
49aa85c3-48f8-4b7f-8f27-1bad3b3ec9d1,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/MatchDetailPlayerVisuals.jsx,79,Prefer `Number.parseFloat` over `parseFloat`.
c18cbcbb-9474-407f-ba2b-06b0880bfc53,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/MatchDetailTactical.jsx,56,Prefer `Number.parseFloat` over `parseFloat`.
66d23200-5c56-483f-adcd-03e55f616e26,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/MatchDetailTactical.jsx,57,Prefer `Number.parseFloat` over `parseFloat`.
7ff35916-adf4-41a3-9af8-b5604e99a8f3,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/shared/InlinePlayerStatCard.jsx,21,Prefer `Number.parseFloat` over `parseFloat`.
8035c579-f676-4f4c-8f7b-bace66a4f86c,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/shared/InlinePlayerStatCard.jsx,34,Prefer `Number.parseFloat` over `parseFloat`.
248195a3-ecd4-4fae-9fcc-105b1b63b5e5,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,373,Prefer `Number.parseFloat` over `parseFloat`.
40f1056c-f9f4-47f0-86d0-9d3097f62f84,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,326,Prefer `Number.parseFloat` over `parseFloat`.
f0c59c75-865a-4c56-8673-5ba26907e052,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,326,Prefer `Number.parseFloat` over `parseFloat`.
34a60966-34df-4f65-8748-85f2a5dfd8c0,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,176,Prefer `Number.parseFloat` over `parseFloat`.
3e15771f-1390-428d-b312-dfc30f708157,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,176,Prefer `Number.parseFloat` over `parseFloat`.
239bf535-f4a9-4d5f-8d97-92700eba8d97,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/import/SeasonSelector.jsx,116,Prefer `Number.parseInt` over `parseInt`.
10f2edd4-4a3f-4b75-b5c3-b8fd0e022150,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/import/SeasonSelector.jsx,117,Prefer `Number.parseInt` over `parseInt`.
e149cc12-350b-4706-88f1-cd1ba3eaf152,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/InlineMatchDetailTactical.jsx,66,Prefer `Number.parseInt` over `parseInt`.
614bd196-7778-47f4-b789-82034f90aa69,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,243,Prefer `Number.parseInt` over `parseInt`.
295c4df5-acc5-48bc-a36d-4daa561c0166,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,266,Prefer `Number.parseInt` over `parseInt`.
7e236e5e-e977-4603-8ea3-186b82359005,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportV3Page.jsx,128,Prefer `Number.parseInt` over `parseInt`.
840b83b7-5393-4231-8971-135814c77ded,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportV3Page.jsx,156,Prefer `Number.parseInt` over `parseInt`.
c39f5691-f416-4256-8e4a-dbd7ddedb885,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/league/SeasonOverviewPage.jsx,214,Prefer `Number.parseInt` over `parseInt`.
31614148-ead5-48e2-80e3-4ac967b38f82,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/LiveBetHub.jsx,55,Prefer `Number.parseInt` over `parseInt`.
cd6fd019-2bc2-4d2f-84fe-9877ec4f22fb,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/LiveBetHub.jsx,55,Prefer `Number.parseInt` over `parseInt`.
ec2acd46-44a4-486b-ba55-d17bafcc8a28,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/LiveBetHub.jsx,55,Prefer `Number.parseInt` over `parseInt`.
7f7b3723-3a80-4db6-bca5-bf2f671e00ed,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,78,Prefer `Number.parseInt` over `parseInt`.
7c873cc8-b151-4b87-9a41-a326178933e1,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,91,Prefer `Number.parseInt` over `parseInt`.
7b4d3c83-0cbc-4463-8c60-c7d36ba9ed83,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,264,Prefer `Number.parseInt` over `parseInt`.
9b938122-6bd2-4a67-9476-89762f48f8db,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,229,Prefer `Number.parseInt` over `parseInt`.
7201faef-2235-4f9f-9d23-da6b048177dd,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,230,Prefer `Number.parseInt` over `parseInt`.
2bfa929a-f29d-4c96-ad24-98cda84c70ca,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,287,Prefer `Number.parseInt` over `parseInt`.
a25f5ede-c091-4c7a-ac01-611547123833,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,87,Prefer `Number.parseInt` over `parseInt`.
884fdadb-7a2a-4dcb-b1a7-42e2fb4de9e9,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,308,Prefer `Number.parseInt` over `parseInt`.
bc34dcbd-bdcc-4c40-8e20-177803fb0691,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,309,Prefer `Number.parseInt` over `parseInt`.
9c64ee1f-05dc-4bac-9d78-24040ccbdfdb,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/SimulationDashboard.jsx,363,Prefer `Number.parseInt` over `parseInt`.
48318746-9fe7-4c7a-a917-deba2252f42b,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/ClubProfilePageV3.jsx,154,Prefer `Number.parseInt` over `parseInt`.
ea53f271-54b4-406b-8522-83473af886d6,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/ClubProfilePageV3.jsx,155,Prefer `Number.parseInt` over `parseInt`.
e4c7d074-8358-4136-9ad0-2d30ba73504e,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,288,Prefer `Number.parseInt` over `parseInt`.
55b4dedd-1baf-4503-83eb-0b5fc1ba1edb,MINOR,CODE_SMELL,backend_ml_v2:backend/src/config/database.js,49,Prefer `String#replaceAll()` over `String#replace()`.
be527537-3eb3-40c4-9aac-0ccc55fa41d7,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/footballApi.js,231,Prefer `String#replaceAll()` over `String#replace()`.
fc1d44cb-946c-4846-aa19-00bba6a566c2,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/footballApi.js,251,Prefer `String#replaceAll()` over `String#replace()`.
01a7ca91-238e-4b58-9f61-4c3c9285c863,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/footballApi.js,38,Prefer `String#replaceAll()` over `String#replace()`.
57c71952-cb87-4068-b77f-5047eb678819,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/footballApi.js,93,Prefer `String#replaceAll()` over `String#replace()`.
717661a1-e28d-4697-9aef-c6edca2d7f5d,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/v3/ImportService.js,146,Prefer `String#replaceAll()` over `String#replace()`.
b24cea06-e0ca-4b26-addf-52830c4ae0e2,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/fix_odds_schema.js,31,Prefer top-level await over an async function `fixOddsSchema` call.
ae051891-845f-4c8c-b83f-9265d729e2dc,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/oddsCatchupBulk.js,50,Prefer top-level await over an async function `runBulkCatchup` call.
f1d36034-3e41-4b46-919e-31e64f19db9d,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/add_indexes.js,206,Prefer top-level await over using a promise chain.
76382543-1e20-4556-9d83-30f091c7d2c3,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/cleanup_v3_trophies.js,128,Prefer top-level await over using a promise chain.
35641002-ab1f-4a2f-a880-ce770f13da9b,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/create_v3_market_views.js,118,Prefer top-level await over using a promise chain.
f1f7d6a1-93dc-4286-b3fe-8fb8907228c6,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/create_v3_odds_simulations.js,94,Prefer top-level await over using a promise chain.
4f97a8d9-2f90-4a25-aa77-33bc3df06793,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/deploy_scout_search_engine.js,59,Prefer top-level await over using a promise chain.
5bdd7db5-8237-4438-9f13-34d775c78f5f,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/fix_v3_integrity.js,95,Prefer top-level await over using a promise chain.
95be0018-dc95-450f-a97d-b43cf524b35b,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure_phase2.js,101,Prefer top-level await over using a promise chain.
1b4de9cb-3c59-4204-8af0-3f809d7695fb,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/hardening_v3_infrastructure.js,105,Prefer top-level await over using a promise chain.
48dda900-9de0-4562-a231-8b766dfaf94b,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents_v2.js,73,Prefer top-level await over using a promise chain.
abe03bca-804b-4f1c-b07e-5d1e4e88b497,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/migrate_v3_continents.js,105,Prefer top-level await over using a promise chain.
3bf32447-038c-4674-9a91-ed5947242689,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/setup_us_017.js,40,Prefer top-level await over using a promise chain.
03df032a-5dd8-4ecb-9e85-3024c1e3db47,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/setup_v8_schema.js,101,Prefer top-level await over using a promise chain.
7d6a763b-165f-4678-abe3-4ddc30177af2,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/v3/cleanupDuplicates.js,45,Prefer top-level await over using a promise chain.
e920ba63-7989-40d5-ae42-01012a5535c7,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/v3/diagnoseDuplicates.js,35,Prefer top-level await over using a promise chain.
51c4b7db-b310-450f-8ebb-98320827d3e2,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/v3/migrateLeagueRanks.js,41,Prefer top-level await over using a promise chain.
97cb5e56-3c6c-4103-b333-64cc7acb50c9,CRITICAL,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/BarChartRace.jsx,47,Refactor this code to not nest functions more than 4 levels deep.
996ad9b4-e788-4eff-af3a-780bd191b39b,CRITICAL,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/BarChartRace.jsx,54,Refactor this code to not nest functions more than 4 levels deep.
096a24cd-9f9f-4ade-86bb-403620a3fcd1,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/repositories/v3/BaseRepository.js,17,Refactor this code to not use nested template literals.
2f096394-a16f-460d-b56c-d8ba307c513a,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/repositories/v3/BaseRepository.js,28,Refactor this code to not use nested template literals.
d43aaca3-961a-4f58-b7dc-3e786e95e8cf,MAJOR,CODE_SMELL,backend_ml_v2:backend/src/repositories/v3/BaseRepository.js,87,Refactor this code to not use nested template literals.
d71eabc6-8a89-48c7-9e95-19001a07598e,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/match/MatchDetailEvents.jsx,52,Refactor this code to not use nested template literals.
439a1f9d-c76e-44fb-b37f-fe812be39e5a,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,30,Refactor this code to not use nested template literals.
113ca5b5-cd0a-4c5d-83e4-4aa7e4468344,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,31,Refactor this code to not use nested template literals.
d8e6cd33-709f-41f2-b7ab-7dd1986dbc2e,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx,32,Refactor this code to not use nested template literals.
ec8f62e2-16b9-411c-9796-b158022d07e4,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/services/api.js,144,Refactor this code to not use nested template literals.
ef71464b-0a3b-4f09-be7b-d8110e2268f4,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/services/api.js,138,Refactor this code to not use nested template literals.
42959740-45ff-4daa-a0c6-f2e7dddc563f,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/services/api.js,113,Refactor this code to not use nested template literals.
2d099ddc-a493-4fd7-b530-96cb31cc9d2f,MAJOR,CODE_SMELL,frontend_only_v2:frontend/src/services/api.js,114,Refactor this code to not use nested template literals.
065d5bb2-1df3-4a49-aadd-6e478618e7a0,CRITICAL,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/import/ImportV3Page.jsx,198,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
7296ec63-f7f6-4469-ba1a-917f9185cd70,CRITICAL,CODE_SMELL,backend_ml_v2:backend/src/controllers/v3/mlController.js,165,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.
6fa22d53-4cd0-434e-aa07-c2ae23375120,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/retrain_forge.py,52,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.
14e126e5-6275-4e5f-b56f-835f5ec3eb25,CRITICAL,CODE_SMELL,backend_ml_v2:backend/src/migrations/registry/20260301_99_FinalSchemaAudit.js,1,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.
f03684fb-99be-4af5-83ff-98af6b09966e,CRITICAL,CODE_SMELL,backend_ml_v2:backend/src/scripts/cleanup_v3_trophies.js,10,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
e34c8db4-cfe1-4fec-8b0a-fb0602d80537,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/src/models/ht_result/inference.py,40,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
b9736742-99b0-4130-ad5d-d36470c46cd3,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,175,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
6d2c6166-ace2-4f42-9828-ceececd8483b,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/train_forge.py,34,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
6cd36641-2f4a-4938-a7ef-6c51aa82cb1e,CRITICAL,CODE_SMELL,backend_ml_v2:backend/src/migrations/registry/20260228_01_ExistingColumnsAdditions.js,1,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.
df69514d-3c14-4f83-b84b-cc55102c3df7,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/retrain_forge.py,107,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.
1fe521e7-38ad-45b6-93a7-deac4cfdd3fe,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/simulation_engine.py,40,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
6a770194-f724-4589-8526-dd0549853f27,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/forge_orchestrator.py,41,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
2f84cca8-7923-41b5-ad5c-31ac09bfc42a,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,296,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.
7c921b15-bebc-42a4-8d4d-ca62f63b5385,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/scripts/reconstruct_standings.py,14,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.
23398987-18f4-40f1-8625-be76115db13d,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/src/models/corners_total/inference.py,37,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.
1ce685d4-80a5-479b-884b-347b1f00d3d4,CRITICAL,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/live/LiveBetMatchDetails.jsx,6,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.
1ccc73ac-d072-4d86-974b-425c7b6fd4fa,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/scripts/backfill_lineups.py,8,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.
8e153209-2640-4f01-b551-ce36de96b183,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/src/models/cards_total/inference.py,37,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.
118f740b-0cbd-4d4b-9fd8-73bcb8fd799c,CRITICAL,CODE_SMELL,backend_ml_v2:ml-service/scripts/generate_baseline_features.py,15,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.
b0da362b-c5f5-442d-a90d-a1b2e18d3ab7,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,44,Remove the declaration of the unused '_' variable.
d23104ae-9bce-49a0-8506-4f9d399ba500,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/v3/auditService.js,131,Remove the declaration of the unused 'alreadyLockedCount' variable.
d1b92670-d138-4778-abc4-e92c43db5f90,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/ChartCanvas.jsx,65,Remove the declaration of the unused 'barHeight' variable.
e7a2039b-2a59-49ae-84ac-cdd9af47d204,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/profile/PlayerProfilePageV3.jsx,147,Remove the declaration of the unused 'careerColumns' variable.
873e64e4-b757-4a43-92cb-43c0b39b64b3,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,37,Remove the declaration of the unused 'chartHeight' variable.
ab20516e-b5ce-4607-b7a4-df771ef609af,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,36,Remove the declaration of the unused 'chartWidth' variable.
bd3ca09e-bb59-456d-9a09-8e7e0fe81156,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/cleanup_v3_trophies.js,63,Remove the declaration of the unused 'count' variable.
0364b456-654a-4975-87a0-cf7b271bb135,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/league/SquadList.jsx,25,Remove the declaration of the unused 'filteredTeams' variable.
02b06cf8-4106-475d-abb4-fb03dcc3c302,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/test_match_details.js,13,Remove the declaration of the unused 'h2hRes' variable.
63c0a8d6-c4e3-44e4-aaf2-e7e13d64bb29,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/league/SeasonOverviewPage.jsx,160,Remove the declaration of the unused 'hallOfFame' variable.
8be9d5bb-7254-471e-a267-60996b1191ff,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/generate_predictions.js,24,Remove the declaration of the unused 'insertedPreds' variable.
d215b932-a235-4b1c-ac31-81aac3738639,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,17,Remove the declaration of the unused 'isFinished' variable.
a7a328d8-6e40-4ed8-ae5e-029a8e1bc5c2,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/league/SeasonOverviewPage.jsx,160,Remove the declaration of the unused 'isFinished' variable.
fcf26f4f-e3e2-45cb-a408-0bb1eee1eda9,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,20,Remove the declaration of the unused 'isVertical' variable.
b41c8640-7241-460c-8ed0-eafbd9a9d6ec,MINOR,CODE_SMELL,backend_ml_v2:backend/src/scripts/cleanup_v3_trophies.js,79,Remove the declaration of the unused 'keepId' variable.
b258b5d4-b280-46c9-80c6-46253a25ca41,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/MatchDetailPage.jsx,43,Remove the declaration of the unused 'league_logo' variable.
ea545c9b-ccca-4453-87cf-8bce13629c00,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/ml/MachineLearningHub.jsx,10,Remove the declaration of the unused 'location' variable.
b317d0a7-aca0-47dc-b174-9e9db2d5b9fb,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/ChartCanvas.jsx,6,Remove the declaration of the unused 'margin' variable.
b96332be-ec23-430e-a9bf-f8f5b8857962,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/pages/match/MatchDetailPage.jsx,13,Remove the declaration of the unused 'navigate' variable.
9fcb988a-26d3-4798-b580-66ca3839d756,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/v3/importStatusService.js,290,Remove the declaration of the unused 'now' variable.
ac3063d7-04c7-4b15-a759-c14d211b2295,MINOR,CODE_SMELL,backend_ml_v2:backend/src/services/v3/liveBetService.js,165,Remove the declaration of the unused 'results' variable.
1b4597fa-de48-41d6-8326-c409f4bee83a,MINOR,CODE_SMELL,frontend_only_v2:frontend/src/components/v3/modules/studio/charts/LineChartRace.jsx,17,Remove the declaration of the unused 'setIsFinished' variable.
9cb9eb42-1494-4f35-a535-76b56f0e18de,MAJOR,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,380,"Remove the unused function parameter ""a_id""."
7e97516e-d632-47a7-913b-803d5d85a22d,MAJOR,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,380,"Remove the unused function parameter ""conn""."
b5a74195-df8e-44d7-8bd8-5c853e32ef80,MAJOR,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,385,"Remove the unused function parameter ""fixture_id""."
3b9ac935-b09c-41f9-91b4-ef739a2afcca,MAJOR,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,380,"Remove the unused function parameter ""h_id""."
ee7e1e5b-0341-4aa4-a48b-9866a7c56bf4,MAJOR,CODE_SMELL,backend_ml_v2:ml-service/time_travel.py,385,"Remove the unused function parameter ""vector""."
ee99315b-5673-4b9d-bff4-5e7374a12842,MINOR,CODE_SMELL,backend_ml_v2:ml-service/scripts/backfill_orchestrator.py,45,"Remove the unused local variable ""e""."
09734833-73c3-46dd-916e-8789360ed7f1,MINOR,CODE_SMELL,backend_ml_v2:ml-service/forge_backfill.py,36,"Remove the unused local variable ""factory""."
dbd12918-19c2-454b-adc8-61058640ce8c,MINOR,CODE_SMELL,backend_ml_v2:ml-service/ratings.py,109,"Remove the unused local variable ""l_h""."
