iter	Passed	Remaining
383	16040	46616
384	16074	46552
385	16115	46508
386	16159	46474
387	16205	46445
388	16247	46402
389	16286	46355
390	16334	46330
391	16386	46317
392	16437	46301
393	16489	46286
394	16527	46235
395	16579	46222
396	16635	46217
397	16686	46202
398	16723	46148
399	16765	46105
400	16815	46085
401	16858	46045
402	16891	45979
403	16929	45928
404	16971	45886
405	17013	45843
406	17061	45817
407	17102	45773
408	17150	45748
409	17191	45703
410	17233	45662
411	17278	45627
412	17321	45589
413	17363	45548
414	17405	45505
415	17444	45456
416	17481	45402
417	17525	45364
418	17563	45313
419	17605	45270
420	17653	45245
421	17696	45204
422	17740	45170
423	17778	45116
424	17818	45070
425	17854	45012
426	17893	44963
427	17929	44907
428	17985	44902
429	18037	44885
430	18084	44854
431	18139	44844
432	18180	44801
433	18222	44759
434	18262	44711
435	18294	44645
436	18340	44612
437	18379	44564
438	18421	44522
439	18463	44479
440	18509	44447
441	18551	44405
442	18587	44349
443	18629	44309
444	18668	44258
445	18707	44210
446	18746	44161
447	18788	44119
448	18829	44074
449	18869	44029
450	18910	43983
451	18947	43931
452	18987	43885
453	19036	43859
454	19079	43821
455	19118	43770
456	19160	43730
457	19199	43681
458	19240	43636
459	19278	43585
460	19325	43555
461	19367	43512
462	19405	43464
463	19443	43412
464	19492	43385
465	19533	43342
466	19574	43298
467	19619	43262
468	19662	43224
469	19699	43170
470	19739	43124
471	19780	43080
472	19827	43051
473	19869	43008
474	19907	42957
475	19946	42910
476	19993	42880
477	20033	42832
478	20077	42794
479	20121	42757
480	20164	42719
481	20208	42681
482	20248	42634
483	20294	42601
484	20338	42563
485	20378	42518
486	20423	42482
487	20468	42446
488	20507	42398
489	20552	42364
490	20602	42338
491	20646	42300
492	20691	42263
493	20731	42218
494	20773	42176
495	20808	42121
496	20847	42072
497	20886	42025
498	20929	41984
499	20971	41943
500	21007	41889
501	21047	41842
502	21081	41785
503	21123	41744
504	21163	41697
505	21201	41649
506	21240	41600
507	21276	41548
508	21316	41501
509	21360	41465
510	21396	41411
511	21431	41356
512	21469	41307
513	21498	41240
514	21536	41192
515	21575	41143
516	21618	41104
517	21657	41058
518	21702	41020
519	21748	40986
520	21795	40956
521	21839	40916
522	21880	40874
523	21925	40837
524	21960	40784
525	22015	40765
526	22071	40749
527	22119	40720
528	22154	40664
529	22199	40629
530	22252	40608
531	22309	40592
532	22356	40560
533	22398	40517
534	22435	40468
535	22483	40436
536	22526	40396
537	22567	40352
538	22608	40310
539	22646	40260
540	22687	40217
541	22725	40168
542	22789	40164
543	22842	40141
544	22879	40092
545	22912	40033
546	22950	39984
547	22991	39940
548	23054	39935
549	23099	39898
550	23136	39847
551	23174	39799
552	23233	39787
553	23273	39741
554	23313	39695
555	23352	39649
556	23397	39612
557	23443	39577
558	23491	39545
559	23542	39516
560	23578	39466
561	23622	39427
562	23656	39371
563	23709	39348
564	23747	39299
565	23810	39291
566	23848	39242
567	23894	39207
568	23932	39158
569	23978	39123
570	24028	39093
571	24067	39045
572	24109	39005
573	24148	38956
574	24188	38911
575	24221	38855
576	24261	38809
577	24304	38768
578	24352	38736
579	24388	38685
580	24438	38655
581	24480	38613
582	24512	38555
583	24562	38525
584	24600	38477
585	24637	38428
586	24673	38376
587	24713	38331
588	24749	38280
589	24794	38241
590	24832	38194
591	24877	38156
592	24918	38112
593	24954	38061
594	24987	38006
595	25025	37958
596	25066	37914
597	25108	37872
598	25157	37841
599	25202	37804
600	25241	37757
601	25280	37711
602	25327	37675
603	25369	37634
604	25412	37593
605	25454	37551
606	25495	37507
607	25539	37468
608	25570	37411
609	25611	37367
610	25652	37323
611	25693	37281
612	25739	37244
613	25785	37207
614	25828	37168
615	25872	37128
616	25912	37083
617	25952	37039
618	25984	36983
619	26030	36947
620	26074	36908
621	26108	36853
622	26149	36810
623	26189	36765
624	26233	36726
625	26278	36688
626	26307	36628
627	26339	36573
628	26381	36531
629	26419	36483
630	26457	36437
631	26501	36398
632	26544	36357
633	26581	36308
634	26625	36269
635	26663	36221
636	26698	36171
637	26736	36123
638	26780	36083
639	26809	36025
640	26844	35974
641	26886	35932
642	26922	35882
643	26970	35849
644	27022	35820
645	27083	35804
646	27148	35793
647	27208	35774
648	27250	35732
649	27299	35699
650	27351	35670
651	27386	35619
652	27434	35584
653	27479	35547
654	27526	35511
655	27572	35474
656	27617	35436
657	27660	35394
658	27698	35348
659	27736	35301
660	27773	35252
661	27820	35216
662	27863	35176
663	27908	35137
664	27948	35093
665	27993	35054
666	28057	35040
667	28104	35003
668	28144	34960
669	28188	34920
670	28235	34883
671	28278	34843
672	28315	34795
673	28351	34745
674	28393	34703
675	28441	34668
676	28475	34616
677	28510	34565
678	28551	34521
679	28589	34475
680	28628	34430
681	28660	34375
682	28692	34321
683	28739	34285
684	28784	34246
685	28828	34207
686	28863	34157
687	28902	34111
688	28944	34070
689	28992	34035
690	29027	33984
691	29066	33939
692	29110	33898
693	29149	33853
694	29191	33811
695	29232	33768
696	29269	33720
697	29309	33677
698	29348	33631
699	29394	33593
700	29428	33542
701	29466	33496
702	29504	33450
703	29548	33409
704	29580	33356
705	29625	33317
706	29691	33302
707	29737	33265
708	29790	33235
709	29832	33193
710	29871	33148
711	29906	33099
712	29944	33052
713	29989	33013
714	30030	32970
715	30073	32929
716	30113	32885
717	30150	32837
718	30186	32788
719	30229	32748
720	30274	32709
721	30314	32665
722	30346	32612
723	30388	32570
724	30431	32530
725	30475	32489
726	30525	32457
727	30569	32416
728	30611	32375
729	30654	32333
730	30700	32296
731	30743	32255
732	30780	32208
733	30827	32171
734	30881	32141
735	30934	32111
736	30980	32073
737	31032	32041
738	31086	32011
739	31134	31976
740	31178	31935
741	31212	31885
742	31254	31843
743	31302	31807
744	31340	31760
745	31383	31719
746	31425	31678
747	31471	31640
748	31521	31605
749	31559	31559
750	31605	31521
751	31653	31484
752	31703	31450
753	31746	31409
754	31788	31367
755	31831	31326
756	31880	31290
757	31934	31260
758	31979	31221
759	32031	31188
760	32080	31153
761	32122	31110
762	32176	31079
763	32227	31046
764	32283	31017
765	32339	30988
766	32385	30950
767	32438	30917
768	32485	30880
769	32523	30834
770	32570	30796
771	32613	30754
772	32656	30712
773	32699	30671
774	32734	30622
775	32783	30586
776	32827	30546
777	32860	30494
778	32905	30455
779	32945	30410
780	32997	30378
781	33057	30352
782	33106	30315
783	33146	30271
784	33189	30230
785	33234	30190
786	33277	30148
787	33317	30103
788	33358	30060
789	33402	30019
790	33438	29972
791	33482	29931
792	33525	29889
793	33564	29844
794	33600	29797
795	33650	29761
796	33695	29721
797	33737	29678
798	33782	29639
799	33821	29593
800	33858	29547
801	33907	29510
802	33950	29468
803	33989	29423
804	34037	29386
805	34071	29337
806	34114	29295
807	34155	29252
808	34195	29208
809	34234	29162
810	34282	29125
811	34322	29080
812	34366	29040
813	34404	28994
814	34445	28951
815	34490	28911
816	34527	28864
817	34567	28820
818	34611	28779
819	34654	28737
820	34704	28702
821	34741	28655
822	34782	28612
823	34824	28569
824	34864	28525
825	34900	28477
826	34941	28434
827	34977	28387
828	35016	28342
829	35053	28296
830	35090	28249
831	35133	28207
832	35174	28164
833	35226	28130
834	35261	28082
835	35304	28041
836	35340	27993
837	35382	27951
838	35427	27911
839	35476	27874
840	35519	27832
841	35554	27784
842	35591	27738
843	35625	27689
844	35665	27645
845	35711	27606
846	35750	27562
847	35793	27520
848	35826	27471
849	35859	27421
850	35904	27382
851	35949	27341
852	35982	27292
853	36028	27253
854	36071	27211
855	36110	27167
856	36149	27122
857	36195	27083
858	36230	27035
859	36272	26993
860	36309	26947
861	36355	26908
862	36398	26866
863	36436	26821
864	36478	26779
865	36524	26739
866	36560	26693
867	36597	26647
868	36638	26603
869	36680	26562
870	36719	26517
871	36764	26476
872	36816	26441
873	36863	26403
874	36904	26360
875	36945	26317
876	36987	26274
877	37024	26228
878	37061	26183
879	37102	26140
880	37138	26094
881	37177	26049
882	37212	26002
883	37254	25960
884	37296	25917
885	37334	25873
886	37376	25830
887	37420	25789
888	37451	25740
889	37500	25702
890	37540	25659
891	37593	25624
892	37638	25584
893	37695	25552
894	37745	25515
895	37791	25475
896	37832	25432
897	37877	25392
898	37919	25349
899	37962	25308
900	38008	25268
901	38051	25226
902	38096	25186
903	38137	25144
904	38181	25102
905	38227	25063
906	38264	25017
907	38304	24973
908	38340	24927
909	38384	24886
910	38423	24842
911	38464	24799
912	38505	24756
913	38551	24716
914	38591	24673
915	38637	24633
916	38676	24589
917	38716	24546
918	38762	24506
919	38802	24462
920	38842	24418
921	38887	24378
922	38926	24334
923	38984	24302
924	39049	24274
925	39095	24234
926	39142	24195
927	39182	24151
928	39227	24110
929	39269	24068
930	39302	24020
931	39345	23978
932	39397	23942
933	39439	23899
934	39471	23851
935	39516	23810
936	39559	23769
937	39596	23723
938	39638	23681
939	39679	23639
940	39721	23596
941	39761	23553
942	39848	23537
943	39886	23492
944	39923	23447
945	39972	23408
946	40010	23363
947	40045	23317
948	40091	23277
949	40132	23234
950	40167	23188
951	40207	23144
952	40249	23102
953	40287	23057
954	40330	23016
955	40372	22973
956	40415	22931
957	40452	22886
958	40494	22843
959	40542	22805
960	40589	22765
961	40631	22723
962	40677	22683
963	40722	22642
964	40764	22600
965	40810	22560
966	40852	22517
967	40897	22476
968	40938	22433
969	40979	22391
970	41021	22348
971	41072	22311
972	41109	22265
973	41150	22222
974	41194	22181
975	41236	22139
976	41277	22096
977	41320	22054
978	41358	22009
979	41403	21969
980	41450	21929
981	41488	21885
982	41532	21843
983	41563	21795
984	41601	21751
985	41647	21711
986	41686	21666
987	41726	21623
988	41769	21581
989	41808	21537
990	41853	21496
991	41900	21457
992	41933	21410
993	41975	21368
994	42010	21321
995	42052	21279
996	42093	21236
997	42129	21191
998	42167	21146
999	42205	21102
1000	42250	21062
1001	42296	21021
1002	42336	20978
1003	42372	20933
1004	42417	20892
1005	42456	20848
1006	42493	20803
1007	42534	20760
1008	42573	20717
1009	42617	20675
1010	42655	20631
1011	42701	20591
1012	42764	20559
1013	42813	20520
1014	42863	20481
1015	42920	20446
1016	42976	20410
1017	43030	20373
1018	43077	20334
1019	43118	20291
1020	43158	20247
1021	43200	20205
1022	43244	20163
1023	43306	20130
1024	43354	20090
1025	43396	20048
1026	43434	20004
1027	43477	19962
1028	43516	19918
1029	43558	19876
1030	43593	19830
1031	43630	19785
1032	43674	19744
1033	43711	19699
1034	43750	19656
1035	43789	19612
1036	43832	19570
1037	43880	19530
1038	43923	19488
1039	43966	19446
1040	44015	19407
1041	44063	19367
1042	44103	19324
1043	44141	19280
1044	44179	19236
1045	44221	19193
1046	44264	19151
1047	44309	19110
1048	44353	19069
1049	44399	19028
1050	44438	18984
1051	44483	18943
1052	44526	18901
1053	44565	18857
1054	44605	18814
1055	44647	18772
1056	44690	18730
1057	44730	18687
1058	44771	18644
1059	44817	18603
1060	44862	18562
1061	44904	18520
1062	44944	18476
1063	44988	18435
1064	45029	18392
1065	45071	18349
1066	45118	18309
1067	45161	18267
1068	45203	18225
1069	45247	18183
1070	45290	18141
1071	45332	18099
1072	45378	18058
1073	45418	18015
1074	45463	17973
1075	45509	17932
1076	45556	17892
1077	45589	17846
1078	45624	17801
1079	45666	17759
1080	45713	17718
1081	45757	17677
1082	45789	17630
1083	45832	17588
1084	45875	17546
1085	45919	17505
1086	45963	17463
1087	46002	17420
1088	46047	17378
1089	46088	17336
1090	46129	17293
1091	46169	17250
1092	46208	17206
1093	46246	17162
1094	46290	17121
1095	46337	17080
1096	46378	17037
1097	46422	16996
1098	46488	16962
1099	46530	16920
1100	46573	16877
1101	46614	16835
1102	46662	16794
1103	46700	16751
1104	46740	16708
1105	46779	16664
1106	46836	16627
1107	46882	16586
1108	46931	16546
1109	46997	16512
1110	47037	16469
1111	47093	16431
1112	47144	16392
1113	47194	16352
1114	47239	16311
1115	47273	16266
1116	47327	16227
1117	47364	16183
1118	47409	16141
1119	47471	16106
1120	47519	16065
1121	47596	16035
1122	47647	15995
1123	47688	15952
1124	47730	15910
1125	47777	15869
1126	47813	15824
1127	47851	15780
1128	47901	15740
1129	47947	15699
1130	48009	15663
1131	48062	15624
1132	48120	15587
1133	48185	15551
1134	48237	15512
1135	48291	15473
1136	48340	15433
1137	48370	15386
1138	48409	15343
1139	48442	15297
1140	48483	15254
1141	48535	15215
1142	48577	15172
1143	48617	15129
1144	48675	15091
1145	48719	15049
1146	48764	15007
1147	48803	14964
1148	48842	14920
1149	48892	14880
1150	48930	14836
1151	48977	14795
1152	49020	14753
1153	49063	14710
1154	49104	14667
1155	49147	14625
1156	49198	14585
1157	49247	14544
1158	49298	14504
1159	49339	14461
1160	49391	14421
1161	49429	14377
1162	49471	14335
1163	49517	14293
1164	49566	14252
1165	49605	14209
1166	49640	14164
1167	49685	14122
1168	49730	14081
1169	49769	14037
1170	49813	13995
1171	49858	13953
1172	49899	13910
1173	49946	13869
1174	49995	13828
1175	50040	13786
1176	50077	13742
1177	50117	13699
1178	50160	13656
1179	50205	13615
1180	50241	13570
1181	50280	13527
1182	50327	13485
1183	50366	13442
1184	50406	13399
1185	50442	13355
1186	50481	13311
1187	50525	13269
1188	50572	13227
1189	50614	13185
1190	50656	13142
1191	50700	13100
1192	50738	13056
1193	50781	13014
1194	50825	12972
1195	50868	12929
1196	50916	12888
1197	50956	12845
1198	51002	12803
1199	51038	12759
1200	51080	12716
1201	51126	12675
1202	51165	12631
1203	51210	12590
1204	51249	12546
1205	51286	12502
1206	51324	12459
1207	51365	12416
1208	51407	12373
1209	51441	12329
1210	51485	12286
1211	51523	12243
1212	51564	12200
1213	51606	12157
1214	51660	12117
1215	51700	12074
1216	51739	12031
1217	51785	11989
1218	51829	11947
1219	51877	11906
1220	51913	11862
1221	51957	11820
1222	52004	11778
1223	52044	11735
1224	52086	11692
1225	52127	11650
1226	52175	11608
1227	52219	11566
1228	52254	11522
1229	52294	11479
1230	52334	11436
1231	52376	11393
1232	52416	11350
1233	52461	11308
1234	52511	11267
1235	52549	11224
1236	52594	11182
1237	52632	11138
1238	52671	11095
1239	52722	11054
1240	52759	11011
1241	52807	10969
1242	52852	10927
1243	52895	10885
1244	52937	10842
1245	52991	10802
1246	53034	10759
1247	53073	10716
1248	53112	10673
1249	53157	10631
1250	53201	10589
1251	53238	10545
1252	53289	10504
1253	53340	10463
1254	53390	10422
1255	53442	10382
1256	53487	10339
1257	53540	10299
1258	53583	10257
1259	53622	10213
1260	53660	10170
1261	53704	10128
1262	53750	10086
1263	53800	10044
1264	53843	10002
1265	53886	9960
1266	53939	9919
1267	53988	9878
1268	54037	9836
1269	54085	9794
1270	54128	9752
1271	54171	9710
1272	54205	9665
1273	54242	9622
1274	54286	9579
1275	54334	9538
1276	54371	9494
1277	54406	9450
1278	54446	9407
1279	54488	9365
1280	54527	9321
1281	54570	9279
1282	54622	9238
1283	54670	9196
1284	54712	9154
1285	54756	9111
1286	54792	9068
1287	54835	9025
1288	54876	8982
1289	54915	8939
1290	54957	8897
1291	55002	8854
1292	55039	8811
1293	55078	8768
1294	55120	8725
1295	55157	8682
1296	55201	8639
1297	55232	8595
1298	55273	8552
1299	55316	8510
1300	55360	8467
1301	55402	8425
1302	55441	8382
1303	55482	8339
1304	55524	8296
1305	55563	8253
1306	55603	8210
1307	55639	8167
1308	55677	8124
1309	55711	8080
1310	55757	8038
1311	55803	7996
1312	55847	7953
1313	55896	7912
1314	55962	7873
1315	56009	7831
1316	56049	7788
1317	56091	7745
1318	56135	7703
1319	56175	7660
1320	56221	7618
1321	56259	7575
1322	56290	7530
1323	56334	7488
1324	56377	7446
1325	56419	7403
1326	56457	7360
1327	56506	7318
1328	56549	7276
1329	56590	7233
1330	56634	7190
1331	56676	7148
1332	56715	7105
1333	56760	7063
1334	56803	7020
1335	56850	6978
1336	56894	6936
1337	56930	6892
1338	56982	6851
1339	57035	6810
1340	57078	6767
1341	57124	6725
1342	57171	6683
1343	57216	6641
1344	57259	6598
1345	57302	6556
1346	57346	6513
1347	57388	6471
1348	57436	6429
1349	57480	6386
1350	57521	6343
1351	57567	6301
1352	57609	6259
1353	57653	6216
1354	57692	6173
1355	57735	6131
1356	57782	6089
1357	57825	6046
1358	57866	6003
1359	57906	5960
1360	57947	5918
1361	57998	5876
1362	58055	5835
1363	58100	5793
1364	58142	5750
1365	58189	5708
1366	58229	5665
1367	58272	5622
1368	58318	5580
1369	58362	5538
1370	58411	5496
1371	58452	5453
1372	58488	5410
1373	58539	5368
1374	58583	5325
1375	58643	5284
1376	58701	5243
1377	58758	5202
1378	58802	5159
1379	58850	5117
1380	58898	5075
1381	58940	5032
1382	58982	4989
1383	59027	4947
1384	59070	4904
1385	59113	4862
1386	59154	4819
1387	59193	4776
1388	59238	4733
1389	59283	4691
1390	59320	4648
1391	59358	4605
1392	59398	4562
1393	59445	4520
1394	59483	4477
1395	59520	4434
1396	59561	4391
1397	59604	4348
1398	59645	4306
1399	59689	4263
1400	59732	4220
1401	59773	4178
1402	59811	4135
1403	59859	4092
1404	59899	4050
1405	59944	4007
1406	59985	3964
1407	60031	3922
1408	60074	3879
1409	60120	3837
1410	60170	3795
1411	60219	3753
1412	60261	3710
1413	60300	3667
1414	60345	3625
1415	60386	3582
1416	60427	3539
1417	60465	3496
1418	60512	3454
1419	60556	3411
1420	60593	3368
1421	60630	3325
1422	60669	3282
1423	60707	3240
1424	60748	3197
1425	60789	3154
1426	60836	3112
1427	60878	3069
1428	60912	3026
1429	60951	2983
1430	60990	2940
1431	61035	2898
1432	61078	2855
1433	61122	2813
1434	61159	2770
1435	61196	2727
1436	61244	2685
1437	61286	2642
1438	61335	2600
1439	61376	2557
1440	61419	2514
1441	61460	2472
1442	61492	2429
1443	61537	2386
1444	61574	2343
1445	61625	2301
1446	61661	2258
1447	61708	2216
1448	61751	2173
1449	61793	2130
1450	61832	2088
1451	61872	2045
1452	61914	2002
1453	61950	1959
1454	61994	1917
1455	62038	1874
1456	62072	1831
1457	62122	1789
1458	62168	1747
1459	62209	1704
1460	62251	1661
1461	62294	1619
1462	62362	1577
1463	62414	1534
1464	62459	1492
1465	62523	1450
1466	62561	1407
1467	62601	1364
1468	62662	1322
1469	62710	1279
1470	62757	1237
1471	62809	1194
1472	62859	1152
1473	62905	1109
1474	62954	1067
1475	63007	1024
1476	63052	981
1477	63104	939
1478	63147	896
1479	63191	853
1480	63231	811
1481	63274	768
1482	63323	725
1483	63373	683
1484	63418	640
1485	63465	597
1486	63508	555
1487	63548	512
1488	63601	469
1489	63653	427
1490	63691	384
1491	63732	341
1492	63772	299
1493	63822	256
1494	63865	213
1495	63905	170
1496	63951	128
1497	63995	85
1498	64044	42
1499	64091	0
