iter	Poisson
358	0.852015185
359	0.8520046686
360	0.8519769637
361	0.8519711056
362	0.8519583255
363	0.8519483984
364	0.8519235452
365	0.8519009912
366	0.8518949058
367	0.8518833095
368	0.8518695492
369	0.851857007
370	0.8518508707
371	0.8518428982
372	0.8518165284
373	0.8517902244
374	0.8517795171
375	0.8517591496
376	0.8517543991
377	0.8517410026
378	0.851734606
379	0.8517208392
380	0.8517136196
381	0.8517019939
382	0.8516916923
383	0.8516730809
384	0.8516535686
385	0.8516283712
386	0.8516201377
387	0.8516086542
388	0.8515961584
389	0.8515919168
390	0.851581957
391	0.851575797
392	0.8515651141
393	0.8515547165
394	0.85154395
395	0.8515333453
396	0.8515255203
397	0.8514996554
398	0.8514770935
399	0.8514756328
400	0.8514701731
401	0.8514538287
402	0.8514378479
403	0.8514282208
404	0.8514062067
405	0.8513976816
406	0.8513907807
407	0.8513757539
408	0.8513551474
409	0.8513458667
410	0.8513263071
411	0.8513087784
412	0.8512903336
413	0.8512808889
414	0.851273394
415	0.8512648839
416	0.8512501774
417	0.85124069
418	0.8512234165
419	0.8512038707
420	0.851202225
421	0.8511924344
422	0.8511843508
423	0.8511625207
424	0.8511570267
425	0.8511426351
426	0.8511328674
427	0.8511197243
428	0.8511133727
429	0.8511029291
430	0.851086746
431	0.8510727653
432	0.8510617748
433	0.8510542652
434	0.8510450361
435	0.8510336712
436	0.8510101849
437	0.850992268
438	0.8509754523
439	0.8509586037
440	0.8509500363
441	0.8509412223
442	0.8509246517
443	0.8509038389
444	0.850893155
445	0.8508797096
446	0.8508767195
447	0.8508622459
448	0.8508542502
449	0.8508378337
450	0.8508291064
451	0.8508096377
452	0.8507982653
453	0.8507878399
454	0.8507853272
455	0.8507742761
456	0.8507594758
457	0.8507461959
458	0.8507384426
459	0.8507322999
460	0.8507177771
461	0.8507035992
462	0.8506858859
463	0.850678115
464	0.8506734346
465	0.850670269
466	0.8506622029
467	0.8506372421
468	0.8506249138
469	0.8506154255
470	0.8506061448
471	0.850597057
472	0.8505868756
473	0.8505821311
474	0.8505792385
475	0.8505640088
476	0.8505466625
477	0.8505424923
478	0.8505282355
479	0.850521245
480	0.8505055798
481	0.8504890161
482	0.850486287
483	0.8504699063
484	0.8504634886
485	0.8504502342
486	0.8504436081
487	0.8504309909
488	0.8504160944
489	0.8504057839
490	0.8503973751
491	0.8503849887
492	0.8503703538
493	0.8503480352
494	0.8503470199
495	0.8503381724
496	0.8503332092
497	0.850327228
498	0.8503179491
499	0.8503028801
500	0.8502919568
501	0.8502762391
502	0.8502633212
503	0.8502495899
504	0.8502346907
505	0.8502233764
506	0.850207557
507	0.8501903406
508	0.8501795264
509	0.8501655619
510	0.8501633104
511	0.8501575263
512	0.8501407309
513	0.8501282883
514	0.8501144449
515	0.8500975228
516	0.8500736258
517	0.8500547129
518	0.8500429483
519	0.850038962
520	0.8500265452
521	0.850020803
522	0.850018818
523	0.8499963501
524	0.8499810204
525	0.8499637653
526	0.8499528973
527	0.8499355276
528	0.849923045
529	0.8498990908
530	0.8498959455
531	0.8498883339
532	0.8498798867
533	0.8498690771
534	0.8498523567
535	0.8498435677
536	0.8498338642
537	0.8498228355
538	0.8498054491
539	0.8497824234
540	0.8497715969
541	0.8497607803
542	0.849748287
543	0.8497412392
544	0.8497244524
545	0.8497054562
546	0.8496890971
547	0.8496821683
548	0.8496805559
549	0.8496799017
550	0.8496673041
551	0.8496498974
552	0.8496355399
553	0.8496153488
554	0.849603236
555	0.8496015979
556	0.8495885712
557	0.8495820712
558	0.8495720989
559	0.8495576918
560	0.8495463774
561	0.849537304
562	0.8495274988
563	0.8495170744
564	0.8495037353
565	0.849488296
566	0.8494863956
567	0.8494715348
568	0.8494602152
569	0.8494582692
570	0.8494482319
571	0.8494374163
572	0.8494279339
573	0.8494178329
574	0.8494035763
575	0.8493860722
576	0.8493808188
577	0.8493632893
578	0.8493536047
579	0.8493425594
580	0.8493333883
581	0.8493229132
582	0.8493082317
583	0.8493045623
584	0.8492997368
585	0.8492934683
586	0.8492883529
587	0.849279801
588	0.8492673524
589	0.849255646
590	0.8492442323
591	0.8492350695
592	0.8492222286
593	0.8492085121
594	0.8491993468
595	0.8491777717
596	0.8491610437
597	0.8491496216
598	0.8491381189
599	0.8491261218
600	0.8491159196
601	0.8491005325
602	0.8490917945
603	0.8490883456
604	0.8490768012
605	0.8490694696
606	0.8490620503
607	0.8490581184
608	0.8490451997
609	0.8490291796
610	0.8490246009
611	0.8490159311
612	0.8490126573
613	0.8490007975
614	0.8489953603
615	0.848987386
616	0.8489801698
617	0.8489757155
618	0.8489681541
619	0.8489611371
620	0.848952946
621	0.848944278
622	0.848936143
623	0.8489304359
624	0.8489235892
625	0.8489148944
626	0.8488998078
627	0.8488879834
628	0.8488795701
629	0.8488706426
630	0.8488652836
631	0.8488566244
632	0.848846093
633	0.8488401199
634	0.8488342319
635	0.8488253709
636	0.8488222688
637	0.8488077018
638	0.8487976132
639	0.8487834624
640	0.8487694476
641	0.8487652472
642	0.8487614617
643	0.8487543714
644	0.8487492431
645	0.8487444655
646	0.8487347662
647	0.8487319137
648	0.8487257327
649	0.8487152513
650	0.8487050501
651	0.848691331
652	0.8486853179
653	0.8486727895
654	0.8486652404
655	0.8486608803
656	0.848650626
657	0.8486443839
658	0.8486399002
659	0.8486341173
660	0.8486237413
661	0.8486191147
662	0.8486093547
663	0.8485983026
664	0.8485881281
665	0.8485829859
666	0.8485722191
667	0.8485694945
668	0.848558976
669	0.8485520396
670	0.8485439034
671	0.848536771
672	0.8485269637
673	0.8485187718
674	0.8485093286
675	0.8485022213
676	0.8484870967
677	0.8484834301
678	0.8484745787
679	0.848470604
680	0.848456647
681	0.8484416044
682	0.848431984
683	0.8484269881
684	0.8484197972
685	0.8484111534
686	0.848403084
687	0.8483910757
688	0.8483812374
689	0.8483732458
690	0.8483674108
691	0.8483599893
692	0.8483524687
693	0.8483462196
694	0.8483385747
695	0.8483300914
696	0.8483173338
697	0.8483124155
698	0.8483029457
699	0.8482991721
700	0.8482863351
701	0.8482778413
702	0.8482691912
703	0.848260373
704	0.8482458455
705	0.8482383988
706	0.8482334519
707	0.8482242023
708	0.8482180441
709	0.8482158976
710	0.8482136047
711	0.8481983461
712	0.8481803104
713	0.8481751165
714	0.8481666101
715	0.8481518108
716	0.8481508091
717	0.84814308
718	0.8481410422
719	0.8481344597
720	0.8481225086
721	0.848112931
722	0.8480999621
723	0.8480871171
724	0.8480782234
725	0.8480636249
726	0.8480497065
727	0.8480432804
728	0.8480315021
729	0.8480290144
730	0.8480234396
731	0.8480118157
732	0.8480030856
733	0.8479977351
734	0.8479927062
735	0.8479860446
736	0.8479762482
737	0.847965818
738	0.8479584778
739	0.8479519656
740	0.8479445228
741	0.8479339681
742	0.8479292877
743	0.8479193708
744	0.8479079888
745	0.8479025234
746	0.8478951572
747	0.8478867952
748	0.8478817072
749	0.8478809459
750	0.8478671636
751	0.8478613868
752	0.8478558987
753	0.847849135
754	0.8478463507
755	0.84784015
756	0.8478336717
757	0.8478283897
758	0.8478202295
759	0.8478119662
760	0.8478053874
761	0.8477970721
762	0.8477911179
763	0.8477859819
764	0.8477817353
765	0.8477711417
766	0.8477632521
767	0.8477548973
768	0.8477524176
769	0.84774963
770	0.8477393666
771	0.8477326736
772	0.8477211427
773	0.8477109599
774	0.8477086273
775	0.8476961026
776	0.8476901843
777	0.8476746236
778	0.847667853
779	0.8476623782
780	0.8476540807
781	0.8476465075
782	0.8476386191
783	0.8476319037
784	0.8476223906
785	0.8476117711
786	0.8476020955
787	0.84759788
788	0.8475919582
789	0.8475892554
790	0.8475862364
791	0.8475828996
792	0.8475761582
793	0.8475700761
794	0.8475630356
795	0.8475592296
796	0.8475552193
797	0.847547871
798	0.8475426365
799	0.8475329465
800	0.847526648
801	0.8475216018
802	0.8475133964
803	0.8475078536
804	0.8474965494
805	0.8474864453
806	0.8474816046
807	0.8474664084
808	0.8474615079
809	0.8474478639
810	0.8474432483
811	0.8474422308
812	0.8474367297
813	0.8474358145
814	0.8474328548
815	0.8474220439
816	0.8474095163
817	0.8474049368
818	0.8473983152
819	0.8473937039
820	0.8473851028
821	0.847373131
822	0.8473622563
823	0.8473538518
824	0.8473489392
825	0.8473410498
826	0.8473345189
827	0.8473272967
828	0.8473148292
829	0.8473106132
830	0.8473000772
831	0.8472912517
832	0.8472813348
833	0.8472773343
834	0.8472674247
835	0.8472544384
836	0.8472408152
837	0.847239975
838	0.8472294013
839	0.8472239544
840	0.8472172469
841	0.8472052021
842	0.8471988641
843	0.8471864498
844	0.8471742926
845	0.8471689831
846	0.8471643225
847	0.8471587705
848	0.8471491624
849	0.8471432308
850	0.8471372518
851	0.8471340157
852	0.8471218903
853	0.8471197107
854	0.8471123606
855	0.8471065417
856	0.8470972539
857	0.8470931189
858	0.8470827093
859	0.8470791288
860	0.8470754514
861	0.8470736178
862	0.8470684928
863	0.8470572288
864	0.8470561048
865	0.8470449181
866	0.8470403924
867	0.8470341
868	0.8470292447
869	0.8470236044
870	0.8470113851
871	0.8470059227
872	0.8469988679
873	0.8469940562
874	0.8469860803
875	0.8469801185
876	0.8469718445
877	0.8469654156
878	0.8469508164
879	0.8469437801
880	0.8469311943
881	0.8469263491
882	0.8469172232
883	0.8469069729
884	0.8469047628
885	0.8468968317
886	0.8468856757
887	0.8468777943
888	0.8468660275
889	0.8468556397
890	0.8468490709
891	0.846844228
892	0.8468411368
893	0.8468357135
894	0.84683004
895	0.8468244778
896	0.8468148676
897	0.8468067765
898	0.8467920618
899	0.8467838835
900	0.846780214
901	0.8467693055
902	0.8467636859
903	0.846759057
904	0.8467552735
905	0.846750458
906	0.8467432842
907	0.8467369398
908	0.8467279344
909	0.8467261041
910	0.846722737
911	0.8467200717
912	0.8467152663
913	0.8467090879
914	0.8467030425
915	0.8467008137
916	0.8466961314
917	0.8466902225
918	0.8466826594
919	0.8466782755
920	0.846675792
921	0.8466679043
922	0.8466599544
923	0.8466546739
924	0.8466491499
925	0.8466432224
926	0.8466405959
927	0.8466358136
928	0.8466320975
929	0.8466250925
930	0.8466173113
931	0.8466093319
932	0.8466064044
933	0.8465991924
934	0.8465914916
935	0.846589114
936	0.846581825
937	0.8465793218
938	0.8465727847
939	0.8465658307
940	0.8465585353
941	0.8465536123
942	0.8465432893
943	0.8465413358
944	0.8465306645
945	0.8465274153
946	0.8465194146
947	0.8465095939
948	0.8464999727
949	0.8464977531
950	0.8464876402
951	0.8464778671
952	0.8464731108
953	0.8464644494
954	0.8464592153
955	0.846453321
956	0.8464442378
957	0.8464370896
958	0.8464336605
959	0.8464248681
960	0.8464199914
961	0.8464135828
962	0.8464022306
963	0.8463878809
964	0.846383191
965	0.8463740761
966	0.8463655591
967	0.8463633432
968	0.8463556731
969	0.84635126
970	0.8463455214
971	0.8463444489
972	0.8463345775
973	0.8463335519
974	0.8463290536
975	0.8463230751
976	0.8463178286
977	0.8463080343
978	0.8462980239
979	0.8462930052
980	0.8462870437
981	0.8462800288
982	0.8462752296
983	0.8462684435
984	0.8462667128
985	0.8462602717
986	0.846252904
987	0.8462479551
988	0.8462447733
989	0.8462326181
990	0.8462266935
991	0.8462212964
992	0.8462132506
993	0.8462065683
994	0.8462049157
995	0.8462022327
996	0.8461967943
997	0.8461885889
998	0.8461796093
999	0.8461734305
1000	0.8461679371
1001	0.8461650447
1002	0.8461608002
1003	0.8461556026
1004	0.8461510615
1005	0.8461443316
1006	0.8461365388
1007	0.846130703
1008	0.8461202519
1009	0.8461191755
1010	0.8461112341
1011	0.8461065073
1012	0.8460994202
1013	0.846097401
1014	0.8460866119
1015	0.8460760528
1016	0.8460713691
1017	0.8460663041
1018	0.8460629225
1019	0.84605946
1020	0.8460544045
1021	0.8460435452
1022	0.8460391574
1023	0.8460316488
1024	0.8460260301
1025	0.8460220015
1026	0.8460202634
1027	0.8460153538
1028	0.8460080479
1029	0.8459998879
1030	0.8459959975
1031	0.8459894636
1032	0.8459856496
1033	0.845981496
1034	0.8459749025
1035	0.8459637748
1036	0.8459622691
1037	0.8459587742
1038	0.8459580506
1039	0.84595424
1040	0.8459495756
1041	0.8459456889
1042	0.8459412893
1043	0.8459326768
1044	0.8459268142
1045	0.8459229587
1046	0.845916963
1047	0.8459155835
1048	0.8459114549
1049	0.8459103912
1050	0.845901646
1051	0.8458978549
1052	0.845891504
1053	0.8458829529
1054	0.845877293
1055	0.845869903
1056	0.8458646841
1057	0.8458605422
1058	0.8458542311
1059	0.8458483671
1060	0.8458426929
1061	0.8458393316
1062	0.8458355356
1063	0.8458302168
1064	0.8458256746
1065	0.8458204747
1066	0.8458160723
1067	0.8458067891
1068	0.8458026043
1069	0.8457972445
1070	0.8457926152
1071	0.845781444
1072	0.8457764572
1073	0.8457726449
1074	0.8457675725
1075	0.8457618413
1076	0.8457554497
1077	0.8457441779
1078	0.8457371227
1079	0.8457321055
1080	0.8457296129
1081	0.8457216223
1082	0.8457133824
1083	0.8457035947
1084	0.8457006422
1085	0.8456896059
1086	0.8456878685
1087	0.8456809047
1088	0.8456768473
1089	0.8456727518
1090	0.8456687179
1091	0.8456625516
1092	0.8456576477
1093	0.8456487808
1094	0.8456419829
1095	0.8456397728
1096	0.8456298701
1097	0.8456240575
1098	0.8456191317
1099	0.8456103452
1100	0.8456052789
1101	0.8456020725
1102	0.8455964578
1103	0.8455888977
1104	0.8455864301
1105	0.8455766036
1106	0.8455721507
1107	0.8455636077
1108	0.845558937
1109	0.8455531794
1110	0.845548832
1111	0.8455441671
1112	0.8455414724
1113	0.8455357925
1114	0.845531638
1115	0.8455218069
1116	0.8455175188
1117	0.8455150477
1118	0.8455112407
1119	0.8455083471
1120	0.8455049215
1121	0.8455012955
1122	0.845497327
1123	0.8454896638
1124	0.8454836715
1125	0.8454711204
1126	0.8454648072
1127	0.8454578996
1128	0.8454515222
1129	0.8454455253
1130	0.8454407973
1131	0.8454377002
1132	0.8454341408
1133	0.8454310704
1134	0.8454279998
1135	0.8454243246
1136	0.8454192955
1137	0.845407525
1138	0.8454050138
1139	0.8454004339
1140	0.8453944864
1141	0.8453912809
1142	0.8453802579
1143	0.8453731286
1144	0.8453673361
1145	0.8453612112
1146	0.8453568484
1147	0.8453521517
1148	0.8453456324
1149	0.8453390162
1150	0.8453303464
1151	0.8453261801
1152	0.845320169
1153	0.8453145208
1154	0.8453094604
1155	0.8453062289
1156	0.845300837
1157	0.8452949999
1158	0.8452863623
1159	0.8452828505
1160	0.8452795592
1161	0.8452725092
1162	0.8452668563
1163	0.8452630053
1164	0.8452574479
1165	0.8452475146
1166	0.8452442052
1167	0.8452362828
1168	0.8452330314
1169	0.8452278525
1170	0.845221855
1171	0.8452165822
1172	0.8452099884
1173	0.8452049831
1174	0.845197665
1175	0.8451952939
1176	0.845188803
1177	0.8451852199
1178	0.8451785378
1179	0.8451731967
1180	0.8451634895
1181	0.8451589597
1182	0.8451527423
1183	0.8451461691
1184	0.8451383974
1185	0.8451341966
1186	0.8451267649
1187	0.8451211727
1188	0.8451159211
1189	0.845114286
1190	0.8451101035
1191	0.8451057953
1192	0.8450950413
1193	0.8450896685
1194	0.8450860741
1195	0.8450816406
1196	0.8450732137
1197	0.8450665536
1198	0.8450616988
1199	0.8450538955
1200	0.8450526662
1201	0.8450473032
1202	0.8450435807
1203	0.8450390208
1204	0.845031269
1205	0.8450266177
1206	0.8450237327
1207	0.845022816
1208	0.8450184152
1209	0.8450135833
1210	0.8450063031
1211	0.8449992755
1212	0.8449913841
1213	0.8449889999
1214	0.844985976
1215	0.8449771425
1216	0.8449710242
1217	0.8449663021
1218	0.8449631819
1219	0.8449576472
1220	0.8449544976
1221	0.8449517897
1222	0.8449455799
1223	0.8449399068
1224	0.8449283961
1225	0.8449252599
1226	0.8449229957
1227	0.844919211
1228	0.8449132314
1229	0.8449076699
1230	0.8449034098
1231	0.8448978859
1232	0.8448938497
1233	0.8448912028
1234	0.8448872202
1235	0.8448807649
1236	0.8448783141
1237	0.8448732205
1238	0.8448656229
1239	0.8448613429
1240	0.8448586544
1241	0.8448521931
1242	0.8448484575
1243	0.8448482752
1244	0.8448430102
1245	0.8448373712
1246	0.8448338257
1247	0.8448312336
1248	0.8448257527
1249	0.8448229814
1250	0.8448218246
1251	0.8448164683
1252	0.8448129622
1253	0.8448091187
1254	0.8448038721
1255	0.8448011799
1256	0.8447963628
1257	0.8447917344
1258	0.8447887945
1259	0.8447836034
1260	0.8447797651
1261	0.8447747091
1262	0.8447686313
1263	0.8447648041
1264	0.8447594654
1265	0.8447563841
1266	0.8447523534
1267	0.8447471176
1268	0.8447408306
1269	0.8447380879
1270	0.8447356998
1271	0.8447321722
1272	0.8447254346
1273	0.8447187884
1274	0.8447164818
1275	0.8447117293
1276	0.8447018712
1277	0.8446997382
1278	0.8446948387
1279	0.8446915585
1280	0.8446893689
1281	0.8446846667
1282	0.8446810553
1283	0.8446737368
1284	0.8446713692
1285	0.8446687166
1286	0.8446621028
1287	0.8446587828
1288	0.8446540842
1289	0.8446498082
1290	0.8446469325
1291	0.8446433406
1292	0.8446373209
1293	0.8446354649
1294	0.8446278515
1295	0.8446207277
1296	0.8446190223
1297	0.844616255
1298	0.8446097644
1299	0.8446073456
1300	0.8446042073
1301	0.8445978952
1302	0.8445946054
1303	0.8445905345
1304	0.8445844
1305	0.844576998
1306	0.8445651441
1307	0.8445601245
1308	0.8445561461
1309	0.8445450476
1310	0.8445427443
1311	0.8445376328
1312	0.8445324456
1313	0.8445303695
1314	0.844525428
1315	0.8445209485
1316	0.8445165388
1317	0.8445117276
1318	0.8445071936
1319	0.8445054961
1320	0.8445004913
1321	0.8444957339
1322	0.8444901273
1323	0.8444790351
1324	0.8444746676
1325	0.8444643231
1326	0.8444602737
1327	0.8444549962
1328	0.8444512256
1329	0.8444458374
1330	0.8444412446
1331	0.8444343011
1332	0.8444280081
1333	0.8444242416
1334	0.8444193284
1335	0.8444134842
1336	0.8444079899
1337	0.8443990772
1338	0.8443980742
1339	0.8443947989
1340	0.8443894632
1341	0.8443858917
1342	0.8443788325
1343	0.8443725772
1344	0.8443690879
1345	0.8443648157
1346	0.8443577185
1347	0.8443506341
1348	0.8443468386
1349	0.8443428554
1350	0.8443376646
1351	0.8443320657
1352	0.8443288412
1353	0.8443256256
1354	0.8443224133
1355	0.8443180773
1356	0.8443151283
1357	0.8443120781
1358	0.8443044419
1359	0.8442966392
1360	0.8442922825
1361	0.84428955
1362	0.8442850484
1363	0.8442816816
1364	0.8442772455
1365	0.8442734835
1366	0.844270033
1367	0.8442656143
1368	0.8442596048
1369	0.8442568916
1370	0.8442545865
1371	0.8442484395
1372	0.8442401535
1373	0.8442383466
1374	0.8442338574
1375	0.8442292761
1376	0.8442275691
1377	0.8442235733
1378	0.8442208058
1379	0.8442164722
1380	0.8442101191
1381	0.844204135
1382	0.8441986434
1383	0.8441936422
1384	0.8441912127
1385	0.8441890323
1386	0.8441814487
1387	0.8441809231
1388	0.8441773507
1389	0.8441724221
1390	0.8441623766
1391	0.8441589273
1392	0.8441537461
1393	0.8441496778
1394	0.8441467044
1395	0.8441427539
1396	0.8441373301
1397	0.8441356762
1398	0.8441336207
1399	0.8441299786
1400	0.8441273196
1401	0.8441235395
1402	0.844118368
1403	0.8441126999
1404	0.8441074081
1405	0.8441035366
1406	0.8441021707
1407	0.8440982823
1408	0.8440943286
1409	0.8440899686
1410	0.8440870332
1411	0.8440816597
1412	0.8440794012
1413	0.844072824
1414	0.8440672035
1415	0.8440615663
1416	0.8440539456
1417	0.8440455587
1418	0.8440412819
1419	0.8440376066
1420	0.8440313666
1421	0.844026492
1422	0.8440216827
1423	0.8440207264
1424	0.8440136667
1425	0.8440067803
1426	0.8440024413
1427	0.8439984911
1428	0.843993287
1429	0.8439856051
1430	0.843977149
1431	0.8439699405
1432	0.8439664418
1433	0.8439610399
1434	0.8439573602
1435	0.8439528515
1436	0.8439488223
1437	0.8439450389
1438	0.8439410237
1439	0.8439340484
1440	0.8439228692
1441	0.8439187618
1442	0.8439126968
1443	0.8439077153
1444	0.8439013525
1445	0.8438990147
1446	0.8438933115
1447	0.8438895557
1448	0.843882912
1449	0.8438780411
1450	0.8438719306
1451	0.8438690522
1452	0.8438638094
1453	0.8438576788
1454	0.8438523415
1455	0.843847783
1456	0.8438441576
1457	0.8438380584
1458	0.8438332698
1459	0.8438277693
1460	0.8438238475
1461	0.8438214256
1462	0.8438146863
1463	0.8438117648
1464	0.8438096133
1465	0.8438053954
1466	0.8437999298
1467	0.8437961825
1468	0.8437941372
1469	0.8437901583
1470	0.8437825551
1471	0.8437746978
1472	0.8437694634
1473	0.8437631111
1474	0.8437582665
1475	0.8437495841
1476	0.8437369228
1477	0.8437304438
1478	0.8437271481
1479	0.8437200617
1480	0.843716057
1481	0.8437102817
1482	0.8437059265
1483	0.8437030497
1484	0.8436987066
1485	0.8436909732
1486	0.8436862567
1487	0.8436817027
1488	0.8436777205
1489	0.843671466
1490	0.8436639628
1491	0.8436625364
1492	0.8436613644
1493	0.8436587455
1494	0.8436542596
1495	0.843647831
1496	0.843642697
1497	0.8436383073
1498	0.8436356409
1499	0.8436308619
